content_type,url,status,final_url,indexable,robots,canonical,self_canonical,declared_language,body_language_heuristic,hreflang_count,hreflang_targets,hreflang_targets_200,hreflang_reciprocal,word_count,similarity_to_english,gsc_clicks,gsc_impressions,gsc_last_crawled,error
tool,https://geekskai.com/ja/tools/streaming-music-player/,200,https://geekskai.com/ja/tools/streaming-music-player/,yes,"index, follow",https://geekskai.com/ja/tools/streaming-music-player/,yes,ja,unknown,11,x-default:https://geekskai.com/tools/streaming-music-player/ | en:https://geekskai.com/tools/streaming-music-player/ | ar:https://geekskai.com/ar/tools/streaming-music-player/ | de:https://geekskai.com/de/tools/streaming-music-player/ | fr:https://geekskai.com/fr/tools/streaming-music-player/ | es:https://geekskai.com/es/tools/streaming-music-player/ | ja:https://geekskai.com/ja/tools/streaming-music-player/ | ko:https://geekskai.com/ko/tools/streaming-music-player/ | no:https://geekskai.com/no/tools/streaming-music-player/ | zh-cn:https://geekskai.com/zh-cn/tools/streaming-music-player/ | da:https://geekskai.com/da/tools/streaming-music-player/,yes,yes,307,0.001,,,,
tool,https://geekskai.com/ko/tools/streaming-music-player/,200,https://geekskai.com/ko/tools/streaming-music-player/,yes,"index, follow",https://geekskai.com/ko/tools/streaming-music-player/,yes,ko,unknown,11,x-default:https://geekskai.com/tools/streaming-music-player/ | en:https://geekskai.com/tools/streaming-music-player/ | ar:https://geekskai.com/ar/tools/streaming-music-player/ | de:https://geekskai.com/de/tools/streaming-music-player/ | fr:https://geekskai.com/fr/tools/streaming-music-player/ | es:https://geekskai.com/es/tools/streaming-music-player/ | ja:https://geekskai.com/ja/tools/streaming-music-player/ | ko:https://geekskai.com/ko/tools/streaming-music-player/ | no:https://geekskai.com/no/tools/streaming-music-player/ | zh-cn:https://geekskai.com/zh-cn/tools/streaming-music-player/ | da:https://geekskai.com/da/tools/streaming-music-player/,yes,yes,749,0.001,,,,
tool,https://geekskai.com/no/tools/streaming-music-player/,200,https://geekskai.com/no/tools/streaming-music-player/,yes,"index, follow",https://geekskai.com/no/tools/streaming-music-player/,yes,no,en,11,x-default:https://geekskai.com/tools/streaming-music-player/ | en:https://geekskai.com/tools/streaming-music-player/ | ar:https://geekskai.com/ar/tools/streaming-music-player/ | de:https://geekskai.com/de/tools/streaming-music-player/ | fr:https://geekskai.com/fr/tools/streaming-music-player/ | es:https://geekskai.com/es/tools/streaming-music-player/ | ja:https://geekskai.com/ja/tools/streaming-music-player/ | ko:https://geekskai.com/ko/tools/streaming-music-player/ | no:https://geekskai.com/no/tools/streaming-music-player/ | zh-cn:https://geekskai.com/zh-cn/tools/streaming-music-player/ | da:https://geekskai.com/da/tools/streaming-music-player/,yes,yes,872,0.001,,,,
tool,https://geekskai.com/zh-cn/tools/streaming-music-player/,200,https://geekskai.com/zh-cn/tools/streaming-music-player/,yes,"index, follow",https://geekskai.com/zh-cn/tools/streaming-music-player/,yes,zh-cn,unknown,11,x-default:https://geekskai.com/tools/streaming-music-player/ | en:https://geekskai.com/tools/streaming-music-player/ | ar:https://geekskai.com/ar/tools/streaming-music-player/ | de:https://geekskai.com/de/tools/streaming-music-player/ | fr:https://geekskai.com/fr/tools/streaming-music-player/ | es:https://geekskai.com/es/tools/streaming-music-player/ | ja:https://geekskai.com/ja/tools/streaming-music-player/ | ko:https://geekskai.com/ko/tools/streaming-music-player/ | no:https://geekskai.com/no/tools/streaming-music-player/ | zh-cn:https://geekskai.com/zh-cn/tools/streaming-music-player/ | da:https://geekskai.com/da/tools/streaming-music-player/,yes,yes,300,0.001,,,,
tool,https://geekskai.com/da/tools/streaming-music-player/,200,https://geekskai.com/da/tools/streaming-music-player/,yes,"index, follow",https://geekskai.com/da/tools/streaming-music-player/,yes,da,de,11,x-default:https://geekskai.com/tools/streaming-music-player/ | en:https://geekskai.com/tools/streaming-music-player/ | ar:https://geekskai.com/ar/tools/streaming-music-player/ | de:https://geekskai.com/de/tools/streaming-music-player/ | fr:https://geekskai.com/fr/tools/streaming-music-player/ | es:https://geekskai.com/es/tools/streaming-music-player/ | ja:https://geekskai.com/ja/tools/streaming-music-player/ | ko:https://geekskai.com/ko/tools/streaming-music-player/ | no:https://geekskai.com/no/tools/streaming-music-player/ | zh-cn:https://geekskai.com/zh-cn/tools/streaming-music-player/ | da:https://geekskai.com/da/tools/streaming-music-player/,yes,yes,868,0.002,,,,
tool,https://geekskai.com/tools/convert-inches-to-decimal/,200,https://geekskai.com/tools/convert-inches-to-decimal/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/tools/convert-inches-to-decimal/,yes,en,en,11,x-default:https://geekskai.com/tools/convert-inches-to-decimal/ | en:https://geekskai.com/tools/convert-inches-to-decimal/ | ar:https://geekskai.com/ar/tools/convert-inches-to-decimal/ | de:https://geekskai.com/de/tools/convert-inches-to-decimal/ | fr:https://geekskai.com/fr/tools/convert-inches-to-decimal/ | es:https://geekskai.com/es/tools/convert-inches-to-decimal/ | ja:https://geekskai.com/ja/tools/convert-inches-to-decimal/ | ko:https://geekskai.com/ko/tools/convert-inches-to-decimal/ | no:https://geekskai.com/no/tools/convert-inches-to-decimal/ | zh-cn:https://geekskai.com/zh-cn/tools/convert-inches-to-decimal/ | da:https://geekskai.com/da/tools/convert-inches-to-decimal/,yes,yes,853,,,,,
tool,https://geekskai.com/ar/tools/convert-inches-to-decimal/,200,https://geekskai.com/ar/tools/convert-inches-to-decimal/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ar/tools/convert-inches-to-decimal/,yes,ar,unknown,11,x-default:https://geekskai.com/tools/convert-inches-to-decimal/ | en:https://geekskai.com/tools/convert-inches-to-decimal/ | ar:https://geekskai.com/ar/tools/convert-inches-to-decimal/ | de:https://geekskai.com/de/tools/convert-inches-to-decimal/ | fr:https://geekskai.com/fr/tools/convert-inches-to-decimal/ | es:https://geekskai.com/es/tools/convert-inches-to-decimal/ | ja:https://geekskai.com/ja/tools/convert-inches-to-decimal/ | ko:https://geekskai.com/ko/tools/convert-inches-to-decimal/ | no:https://geekskai.com/no/tools/convert-inches-to-decimal/ | zh-cn:https://geekskai.com/zh-cn/tools/convert-inches-to-decimal/ | da:https://geekskai.com/da/tools/convert-inches-to-decimal/,yes,yes,824,0.068,,,,
tool,https://geekskai.com/de/tools/convert-inches-to-decimal/,200,https://geekskai.com/de/tools/convert-inches-to-decimal/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/de/tools/convert-inches-to-decimal/,yes,de,de,11,x-default:https://geekskai.com/tools/convert-inches-to-decimal/ | en:https://geekskai.com/tools/convert-inches-to-decimal/ | ar:https://geekskai.com/ar/tools/convert-inches-to-decimal/ | de:https://geekskai.com/de/tools/convert-inches-to-decimal/ | fr:https://geekskai.com/fr/tools/convert-inches-to-decimal/ | es:https://geekskai.com/es/tools/convert-inches-to-decimal/ | ja:https://geekskai.com/ja/tools/convert-inches-to-decimal/ | ko:https://geekskai.com/ko/tools/convert-inches-to-decimal/ | no:https://geekskai.com/no/tools/convert-inches-to-decimal/ | zh-cn:https://geekskai.com/zh-cn/tools/convert-inches-to-decimal/ | da:https://geekskai.com/da/tools/convert-inches-to-decimal/,yes,yes,795,0.063,,,,
tool,https://geekskai.com/fr/tools/convert-inches-to-decimal/,200,https://geekskai.com/fr/tools/convert-inches-to-decimal/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/fr/tools/convert-inches-to-decimal/,yes,fr,fr,11,x-default:https://geekskai.com/tools/convert-inches-to-decimal/ | en:https://geekskai.com/tools/convert-inches-to-decimal/ | ar:https://geekskai.com/ar/tools/convert-inches-to-decimal/ | de:https://geekskai.com/de/tools/convert-inches-to-decimal/ | fr:https://geekskai.com/fr/tools/convert-inches-to-decimal/ | es:https://geekskai.com/es/tools/convert-inches-to-decimal/ | ja:https://geekskai.com/ja/tools/convert-inches-to-decimal/ | ko:https://geekskai.com/ko/tools/convert-inches-to-decimal/ | no:https://geekskai.com/no/tools/convert-inches-to-decimal/ | zh-cn:https://geekskai.com/zh-cn/tools/convert-inches-to-decimal/ | da:https://geekskai.com/da/tools/convert-inches-to-decimal/,yes,yes,981,0.058,,,,
tool,https://geekskai.com/es/tools/convert-inches-to-decimal/,200,https://geekskai.com/es/tools/convert-inches-to-decimal/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/es/tools/convert-inches-to-decimal/,yes,es,es,11,x-default:https://geekskai.com/tools/convert-inches-to-decimal/ | en:https://geekskai.com/tools/convert-inches-to-decimal/ | ar:https://geekskai.com/ar/tools/convert-inches-to-decimal/ | de:https://geekskai.com/de/tools/convert-inches-to-decimal/ | fr:https://geekskai.com/fr/tools/convert-inches-to-decimal/ | es:https://geekskai.com/es/tools/convert-inches-to-decimal/ | ja:https://geekskai.com/ja/tools/convert-inches-to-decimal/ | ko:https://geekskai.com/ko/tools/convert-inches-to-decimal/ | no:https://geekskai.com/no/tools/convert-inches-to-decimal/ | zh-cn:https://geekskai.com/zh-cn/tools/convert-inches-to-decimal/ | da:https://geekskai.com/da/tools/convert-inches-to-decimal/,yes,yes,959,0.057,,,,
tool,https://geekskai.com/ja/tools/convert-inches-to-decimal/,200,https://geekskai.com/ja/tools/convert-inches-to-decimal/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ja/tools/convert-inches-to-decimal/,yes,ja,unknown,11,x-default:https://geekskai.com/tools/convert-inches-to-decimal/ | en:https://geekskai.com/tools/convert-inches-to-decimal/ | ar:https://geekskai.com/ar/tools/convert-inches-to-decimal/ | de:https://geekskai.com/de/tools/convert-inches-to-decimal/ | fr:https://geekskai.com/fr/tools/convert-inches-to-decimal/ | es:https://geekskai.com/es/tools/convert-inches-to-decimal/ | ja:https://geekskai.com/ja/tools/convert-inches-to-decimal/ | ko:https://geekskai.com/ko/tools/convert-inches-to-decimal/ | no:https://geekskai.com/no/tools/convert-inches-to-decimal/ | zh-cn:https://geekskai.com/zh-cn/tools/convert-inches-to-decimal/ | da:https://geekskai.com/da/tools/convert-inches-to-decimal/,yes,yes,307,0.091,,,,
tool,https://geekskai.com/ko/tools/convert-inches-to-decimal/,200,https://geekskai.com/ko/tools/convert-inches-to-decimal/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ko/tools/convert-inches-to-decimal/,yes,ko,unknown,11,x-default:https://geekskai.com/tools/convert-inches-to-decimal/ | en:https://geekskai.com/tools/convert-inches-to-decimal/ | ar:https://geekskai.com/ar/tools/convert-inches-to-decimal/ | de:https://geekskai.com/de/tools/convert-inches-to-decimal/ | fr:https://geekskai.com/fr/tools/convert-inches-to-decimal/ | es:https://geekskai.com/es/tools/convert-inches-to-decimal/ | ja:https://geekskai.com/ja/tools/convert-inches-to-decimal/ | ko:https://geekskai.com/ko/tools/convert-inches-to-decimal/ | no:https://geekskai.com/no/tools/convert-inches-to-decimal/ | zh-cn:https://geekskai.com/zh-cn/tools/convert-inches-to-decimal/ | da:https://geekskai.com/da/tools/convert-inches-to-decimal/,yes,yes,733,0.066,,,,
tool,https://geekskai.com/no/tools/convert-inches-to-decimal/,200,https://geekskai.com/no/tools/convert-inches-to-decimal/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/no/tools/convert-inches-to-decimal/,yes,no,en,11,x-default:https://geekskai.com/tools/convert-inches-to-decimal/ | en:https://geekskai.com/tools/convert-inches-to-decimal/ | ar:https://geekskai.com/ar/tools/convert-inches-to-decimal/ | de:https://geekskai.com/de/tools/convert-inches-to-decimal/ | fr:https://geekskai.com/fr/tools/convert-inches-to-decimal/ | es:https://geekskai.com/es/tools/convert-inches-to-decimal/ | ja:https://geekskai.com/ja/tools/convert-inches-to-decimal/ | ko:https://geekskai.com/ko/tools/convert-inches-to-decimal/ | no:https://geekskai.com/no/tools/convert-inches-to-decimal/ | zh-cn:https://geekskai.com/zh-cn/tools/convert-inches-to-decimal/ | da:https://geekskai.com/da/tools/convert-inches-to-decimal/,yes,yes,787,0.063,,,,
tool,https://geekskai.com/zh-cn/tools/convert-inches-to-decimal/,200,https://geekskai.com/zh-cn/tools/convert-inches-to-decimal/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/zh-cn/tools/convert-inches-to-decimal/,yes,zh-cn,unknown,11,x-default:https://geekskai.com/tools/convert-inches-to-decimal/ | en:https://geekskai.com/tools/convert-inches-to-decimal/ | ar:https://geekskai.com/ar/tools/convert-inches-to-decimal/ | de:https://geekskai.com/de/tools/convert-inches-to-decimal/ | fr:https://geekskai.com/fr/tools/convert-inches-to-decimal/ | es:https://geekskai.com/es/tools/convert-inches-to-decimal/ | ja:https://geekskai.com/ja/tools/convert-inches-to-decimal/ | ko:https://geekskai.com/ko/tools/convert-inches-to-decimal/ | no:https://geekskai.com/no/tools/convert-inches-to-decimal/ | zh-cn:https://geekskai.com/zh-cn/tools/convert-inches-to-decimal/ | da:https://geekskai.com/da/tools/convert-inches-to-decimal/,yes,yes,296,0.092,,,,
tool,https://geekskai.com/da/tools/convert-inches-to-decimal/,200,https://geekskai.com/da/tools/convert-inches-to-decimal/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/da/tools/convert-inches-to-decimal/,yes,da,en,11,x-default:https://geekskai.com/tools/convert-inches-to-decimal/ | en:https://geekskai.com/tools/convert-inches-to-decimal/ | ar:https://geekskai.com/ar/tools/convert-inches-to-decimal/ | de:https://geekskai.com/de/tools/convert-inches-to-decimal/ | fr:https://geekskai.com/fr/tools/convert-inches-to-decimal/ | es:https://geekskai.com/es/tools/convert-inches-to-decimal/ | ja:https://geekskai.com/ja/tools/convert-inches-to-decimal/ | ko:https://geekskai.com/ko/tools/convert-inches-to-decimal/ | no:https://geekskai.com/no/tools/convert-inches-to-decimal/ | zh-cn:https://geekskai.com/zh-cn/tools/convert-inches-to-decimal/ | da:https://geekskai.com/da/tools/convert-inches-to-decimal/,yes,yes,800,0.063,,,,
tool,https://geekskai.com/tools/bpm-ms-converter/,200,https://geekskai.com/tools/bpm-ms-converter/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/tools/bpm-ms-converter/,yes,en,en,11,x-default:https://geekskai.com/tools/bpm-ms-converter/ | en:https://geekskai.com/tools/bpm-ms-converter/ | ar:https://geekskai.com/ar/tools/bpm-ms-converter/ | de:https://geekskai.com/de/tools/bpm-ms-converter/ | fr:https://geekskai.com/fr/tools/bpm-ms-converter/ | es:https://geekskai.com/es/tools/bpm-ms-converter/ | ja:https://geekskai.com/ja/tools/bpm-ms-converter/ | ko:https://geekskai.com/ko/tools/bpm-ms-converter/ | no:https://geekskai.com/no/tools/bpm-ms-converter/ | zh-cn:https://geekskai.com/zh-cn/tools/bpm-ms-converter/ | da:https://geekskai.com/da/tools/bpm-ms-converter/,yes,yes,134,,,,,
tool,https://geekskai.com/ar/tools/bpm-ms-converter/,200,https://geekskai.com/ar/tools/bpm-ms-converter/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ar/tools/bpm-ms-converter/,yes,ar,unknown,11,x-default:https://geekskai.com/tools/bpm-ms-converter/ | en:https://geekskai.com/tools/bpm-ms-converter/ | ar:https://geekskai.com/ar/tools/bpm-ms-converter/ | de:https://geekskai.com/de/tools/bpm-ms-converter/ | fr:https://geekskai.com/fr/tools/bpm-ms-converter/ | es:https://geekskai.com/es/tools/bpm-ms-converter/ | ja:https://geekskai.com/ja/tools/bpm-ms-converter/ | ko:https://geekskai.com/ko/tools/bpm-ms-converter/ | no:https://geekskai.com/no/tools/bpm-ms-converter/ | zh-cn:https://geekskai.com/zh-cn/tools/bpm-ms-converter/ | da:https://geekskai.com/da/tools/bpm-ms-converter/,yes,yes,141,0.000,,,,
tool,https://geekskai.com/de/tools/bpm-ms-converter/,200,https://geekskai.com/de/tools/bpm-ms-converter/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/de/tools/bpm-ms-converter/,yes,de,unknown,11,x-default:https://geekskai.com/tools/bpm-ms-converter/ | en:https://geekskai.com/tools/bpm-ms-converter/ | ar:https://geekskai.com/ar/tools/bpm-ms-converter/ | de:https://geekskai.com/de/tools/bpm-ms-converter/ | fr:https://geekskai.com/fr/tools/bpm-ms-converter/ | es:https://geekskai.com/es/tools/bpm-ms-converter/ | ja:https://geekskai.com/ja/tools/bpm-ms-converter/ | ko:https://geekskai.com/ko/tools/bpm-ms-converter/ | no:https://geekskai.com/no/tools/bpm-ms-converter/ | zh-cn:https://geekskai.com/zh-cn/tools/bpm-ms-converter/ | da:https://geekskai.com/da/tools/bpm-ms-converter/,yes,yes,125,0.033,,,,
tool,https://geekskai.com/fr/tools/bpm-ms-converter/,200,https://geekskai.com/fr/tools/bpm-ms-converter/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/fr/tools/bpm-ms-converter/,yes,fr,fr,11,x-default:https://geekskai.com/tools/bpm-ms-converter/ | en:https://geekskai.com/tools/bpm-ms-converter/ | ar:https://geekskai.com/ar/tools/bpm-ms-converter/ | de:https://geekskai.com/de/tools/bpm-ms-converter/ | fr:https://geekskai.com/fr/tools/bpm-ms-converter/ | es:https://geekskai.com/es/tools/bpm-ms-converter/ | ja:https://geekskai.com/ja/tools/bpm-ms-converter/ | ko:https://geekskai.com/ko/tools/bpm-ms-converter/ | no:https://geekskai.com/no/tools/bpm-ms-converter/ | zh-cn:https://geekskai.com/zh-cn/tools/bpm-ms-converter/ | da:https://geekskai.com/da/tools/bpm-ms-converter/,yes,yes,140,0.027,,,,
tool,https://geekskai.com/es/tools/bpm-ms-converter/,200,https://geekskai.com/es/tools/bpm-ms-converter/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/es/tools/bpm-ms-converter/,yes,es,es,11,x-default:https://geekskai.com/tools/bpm-ms-converter/ | en:https://geekskai.com/tools/bpm-ms-converter/ | ar:https://geekskai.com/ar/tools/bpm-ms-converter/ | de:https://geekskai.com/de/tools/bpm-ms-converter/ | fr:https://geekskai.com/fr/tools/bpm-ms-converter/ | es:https://geekskai.com/es/tools/bpm-ms-converter/ | ja:https://geekskai.com/ja/tools/bpm-ms-converter/ | ko:https://geekskai.com/ko/tools/bpm-ms-converter/ | no:https://geekskai.com/no/tools/bpm-ms-converter/ | zh-cn:https://geekskai.com/zh-cn/tools/bpm-ms-converter/ | da:https://geekskai.com/da/tools/bpm-ms-converter/,yes,yes,170,0.007,,,,
tool,https://geekskai.com/ja/tools/bpm-ms-converter/,200,https://geekskai.com/ja/tools/bpm-ms-converter/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ja/tools/bpm-ms-converter/,yes,ja,unknown,11,x-default:https://geekskai.com/tools/bpm-ms-converter/ | en:https://geekskai.com/tools/bpm-ms-converter/ | ar:https://geekskai.com/ar/tools/bpm-ms-converter/ | de:https://geekskai.com/de/tools/bpm-ms-converter/ | fr:https://geekskai.com/fr/tools/bpm-ms-converter/ | es:https://geekskai.com/es/tools/bpm-ms-converter/ | ja:https://geekskai.com/ja/tools/bpm-ms-converter/ | ko:https://geekskai.com/ko/tools/bpm-ms-converter/ | no:https://geekskai.com/no/tools/bpm-ms-converter/ | zh-cn:https://geekskai.com/zh-cn/tools/bpm-ms-converter/ | da:https://geekskai.com/da/tools/bpm-ms-converter/,yes,yes,46,0.006,,,,
tool,https://geekskai.com/ko/tools/bpm-ms-converter/,200,https://geekskai.com/ko/tools/bpm-ms-converter/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ko/tools/bpm-ms-converter/,yes,ko,unknown,11,x-default:https://geekskai.com/tools/bpm-ms-converter/ | en:https://geekskai.com/tools/bpm-ms-converter/ | ar:https://geekskai.com/ar/tools/bpm-ms-converter/ | de:https://geekskai.com/de/tools/bpm-ms-converter/ | fr:https://geekskai.com/fr/tools/bpm-ms-converter/ | es:https://geekskai.com/es/tools/bpm-ms-converter/ | ja:https://geekskai.com/ja/tools/bpm-ms-converter/ | ko:https://geekskai.com/ko/tools/bpm-ms-converter/ | no:https://geekskai.com/no/tools/bpm-ms-converter/ | zh-cn:https://geekskai.com/zh-cn/tools/bpm-ms-converter/ | da:https://geekskai.com/da/tools/bpm-ms-converter/,yes,yes,119,0.004,,,,
tool,https://geekskai.com/no/tools/bpm-ms-converter/,200,https://geekskai.com/no/tools/bpm-ms-converter/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/no/tools/bpm-ms-converter/,yes,no,unknown,11,x-default:https://geekskai.com/tools/bpm-ms-converter/ | en:https://geekskai.com/tools/bpm-ms-converter/ | ar:https://geekskai.com/ar/tools/bpm-ms-converter/ | de:https://geekskai.com/de/tools/bpm-ms-converter/ | fr:https://geekskai.com/fr/tools/bpm-ms-converter/ | es:https://geekskai.com/es/tools/bpm-ms-converter/ | ja:https://geekskai.com/ja/tools/bpm-ms-converter/ | ko:https://geekskai.com/ko/tools/bpm-ms-converter/ | no:https://geekskai.com/no/tools/bpm-ms-converter/ | zh-cn:https://geekskai.com/zh-cn/tools/bpm-ms-converter/ | da:https://geekskai.com/da/tools/bpm-ms-converter/,yes,yes,133,0.008,,,,
tool,https://geekskai.com/zh-cn/tools/bpm-ms-converter/,200,https://geekskai.com/zh-cn/tools/bpm-ms-converter/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/zh-cn/tools/bpm-ms-converter/,yes,zh-cn,unknown,11,x-default:https://geekskai.com/tools/bpm-ms-converter/ | en:https://geekskai.com/tools/bpm-ms-converter/ | ar:https://geekskai.com/ar/tools/bpm-ms-converter/ | de:https://geekskai.com/de/tools/bpm-ms-converter/ | fr:https://geekskai.com/fr/tools/bpm-ms-converter/ | es:https://geekskai.com/es/tools/bpm-ms-converter/ | ja:https://geekskai.com/ja/tools/bpm-ms-converter/ | ko:https://geekskai.com/ko/tools/bpm-ms-converter/ | no:https://geekskai.com/no/tools/bpm-ms-converter/ | zh-cn:https://geekskai.com/zh-cn/tools/bpm-ms-converter/ | da:https://geekskai.com/da/tools/bpm-ms-converter/,yes,yes,44,0.000,,,,
tool,https://geekskai.com/da/tools/bpm-ms-converter/,200,https://geekskai.com/da/tools/bpm-ms-converter/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/da/tools/bpm-ms-converter/,yes,da,unknown,11,x-default:https://geekskai.com/tools/bpm-ms-converter/ | en:https://geekskai.com/tools/bpm-ms-converter/ | ar:https://geekskai.com/ar/tools/bpm-ms-converter/ | de:https://geekskai.com/de/tools/bpm-ms-converter/ | fr:https://geekskai.com/fr/tools/bpm-ms-converter/ | es:https://geekskai.com/es/tools/bpm-ms-converter/ | ja:https://geekskai.com/ja/tools/bpm-ms-converter/ | ko:https://geekskai.com/ko/tools/bpm-ms-converter/ | no:https://geekskai.com/no/tools/bpm-ms-converter/ | zh-cn:https://geekskai.com/zh-cn/tools/bpm-ms-converter/ | da:https://geekskai.com/da/tools/bpm-ms-converter/,yes,yes,130,0.008,,,,
tool,https://geekskai.com/tools/ccm-to-hp-converter/,200,https://geekskai.com/tools/ccm-to-hp-converter/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/tools/ccm-to-hp-converter/,yes,en,en,11,x-default:https://geekskai.com/tools/ccm-to-hp-converter/ | en:https://geekskai.com/tools/ccm-to-hp-converter/ | ar:https://geekskai.com/ar/tools/ccm-to-hp-converter/ | de:https://geekskai.com/de/tools/ccm-to-hp-converter/ | fr:https://geekskai.com/fr/tools/ccm-to-hp-converter/ | es:https://geekskai.com/es/tools/ccm-to-hp-converter/ | ja:https://geekskai.com/ja/tools/ccm-to-hp-converter/ | ko:https://geekskai.com/ko/tools/ccm-to-hp-converter/ | no:https://geekskai.com/no/tools/ccm-to-hp-converter/ | zh-cn:https://geekskai.com/zh-cn/tools/ccm-to-hp-converter/ | da:https://geekskai.com/da/tools/ccm-to-hp-converter/,yes,yes,1140,,,,,
tool,https://geekskai.com/ar/tools/ccm-to-hp-converter/,200,https://geekskai.com/ar/tools/ccm-to-hp-converter/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ar/tools/ccm-to-hp-converter/,yes,ar,unknown,11,x-default:https://geekskai.com/tools/ccm-to-hp-converter/ | en:https://geekskai.com/tools/ccm-to-hp-converter/ | ar:https://geekskai.com/ar/tools/ccm-to-hp-converter/ | de:https://geekskai.com/de/tools/ccm-to-hp-converter/ | fr:https://geekskai.com/fr/tools/ccm-to-hp-converter/ | es:https://geekskai.com/es/tools/ccm-to-hp-converter/ | ja:https://geekskai.com/ja/tools/ccm-to-hp-converter/ | ko:https://geekskai.com/ko/tools/ccm-to-hp-converter/ | no:https://geekskai.com/no/tools/ccm-to-hp-converter/ | zh-cn:https://geekskai.com/zh-cn/tools/ccm-to-hp-converter/ | da:https://geekskai.com/da/tools/ccm-to-hp-converter/,yes,yes,1205,0.021,,,,
tool,https://geekskai.com/de/tools/ccm-to-hp-converter/,200,https://geekskai.com/de/tools/ccm-to-hp-converter/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/de/tools/ccm-to-hp-converter/,yes,de,de,11,x-default:https://geekskai.com/tools/ccm-to-hp-converter/ | en:https://geekskai.com/tools/ccm-to-hp-converter/ | ar:https://geekskai.com/ar/tools/ccm-to-hp-converter/ | de:https://geekskai.com/de/tools/ccm-to-hp-converter/ | fr:https://geekskai.com/fr/tools/ccm-to-hp-converter/ | es:https://geekskai.com/es/tools/ccm-to-hp-converter/ | ja:https://geekskai.com/ja/tools/ccm-to-hp-converter/ | ko:https://geekskai.com/ko/tools/ccm-to-hp-converter/ | no:https://geekskai.com/no/tools/ccm-to-hp-converter/ | zh-cn:https://geekskai.com/zh-cn/tools/ccm-to-hp-converter/ | da:https://geekskai.com/da/tools/ccm-to-hp-converter/,yes,yes,1009,0.025,,,,
tool,https://geekskai.com/fr/tools/ccm-to-hp-converter/,200,https://geekskai.com/fr/tools/ccm-to-hp-converter/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/fr/tools/ccm-to-hp-converter/,yes,fr,fr,11,x-default:https://geekskai.com/tools/ccm-to-hp-converter/ | en:https://geekskai.com/tools/ccm-to-hp-converter/ | ar:https://geekskai.com/ar/tools/ccm-to-hp-converter/ | de:https://geekskai.com/de/tools/ccm-to-hp-converter/ | fr:https://geekskai.com/fr/tools/ccm-to-hp-converter/ | es:https://geekskai.com/es/tools/ccm-to-hp-converter/ | ja:https://geekskai.com/ja/tools/ccm-to-hp-converter/ | ko:https://geekskai.com/ko/tools/ccm-to-hp-converter/ | no:https://geekskai.com/no/tools/ccm-to-hp-converter/ | zh-cn:https://geekskai.com/zh-cn/tools/ccm-to-hp-converter/ | da:https://geekskai.com/da/tools/ccm-to-hp-converter/,yes,yes,1213,0.021,,,,
